ID_Reservasi,Rute,Tanggal,Tipe_Reservasi,Nama,No_HP,Jumlah_Penumpang,Waktu_Penjemputan,Alamat_Jemput,Kendaraan,Harga,Airlines_Code,Airlines_Company,Departure_Airport,Arrival_Airport,Durasi,Alamat_Antar
KR-0615,SURABAYA-MALANG,04-06-2024,charter_harian,Omar Uwais,08643166944,8,04:49,"Jl. Jl. Rajiman No. 169, SURABAYA",H-2,1200000,,,,,4.0,"Jl. Gg. Suniaraja No. 103, MALANG"
KR-0616,MALANG-SURABAYA,22-03-2025,charter_harian,Yance Suartini,08522852045,1,11:18,"Jl. Gg. R.E Martadinata No. 40, MALANG",R-1,1500000,,,,,8.0,"Jl. Jl. Moch. Toha No. 264, SURABAYA"
KR-0617,SURABAYA-MALANG,10-10-2024,charter_harian,Vanesa Sudiati,08787886363,10,18:32,"Jl. Jl. H.J Maemunah No. 294, SURABAYA",H-2,1250000,,,,,6.0,"Jl. Gang Ronggowarsito No. 118, MALANG"
KR-0618,MALANG-JUANDA,13-04-2024,reguler,Indra Palastri,08056452722,2,19:00,"Jl. Jalan Kendalsari No. 17, MALANG",H-2,410000,ID,Batik Air,Malang International Airport,Juanda International Airport,,
KR-0619,JUANDA-MALANG,19-11-2024,charter_drop,Gasti Winarno,08377660234,3,22:27,"Jl. Gang Pelajar Pejuang No. 156, JUANDA",Z-1,570000,OD,Batik Air Malaysia/Malindo,Juanda International Airport,Malang International Airport,,
KR-0620,JUANDA-MALANG,20-11-2024,reguler,Sabar Hastuti,08510056396,9,10:38,"Jl. Gang Monginsidi No. 275, JUANDA",Z-1,1770000,ID,Batik Air,Juanda International Airport,Malang International Airport,,
KR-0621,SURABAYA-MALANG,25-04-2025,charter_harian,R.A. Sarah Andriani,08922921675,6,14:50,"Jl. Jl. Lembong No. 219, SURABAYA",R-1,650000,,,,,10.0,"Jl. Gang Raya Setiabudhi No. 190, MALANG"
KR-0622,MALANG-JUANDA,28-11-2025,charter_drop,Jasmin Kuswandari,08269558535,7,07:27,"Jl. Jalan Gardujati No. 17, MALANG",S-2,520000,ID,Batik Air,Malang International Airport,Juanda International Airport,,
KR-0623,JUANDA-MALANG,10-04-2024,reguler,Cahya Permadi,08914261675,7,23:07,"Jl. Gg. Otto Iskandardinata No. 42, JUANDA",Z-1,1510000,OD,Batik Air Malaysia/Malindo,Juanda International Airport,Malang International Airport,,
KR-0624,MALANG-JUANDA,03-02-2024,charter_drop,Agus Nuraini,08698712516,1,07:35,"Jl. Jalan Monginsidi No. 262, MALANG",Z-1,395000,AK,AirAsia,Malang International Airport,Juanda International Airport,,
KR-0625,JUANDA-MALANG,17-03-2025,charter_drop,Radika Permadi,08695850130,2,00:05,"Jl. Jl. Rumah Sakit No. 206, JUANDA",S-2,395000,OD,Batik Air Malaysia/Malindo,Juanda International Airport,Malang International Airport,,
KR-0626,MALANG-SURABAYA,28-01-2025,charter_harian,"Puti Ika Hartati, S.Pd",08579398145,5,11:21,"Jl. Gang Ahmad Dahlan No. 280, MALANG",H-2,1500000,,,,,3.0,"Jl. Jl. Tubagus Ismail No. 153, SURABAYA"
KR-0627,MALANG-JUANDA,03-08-2024,reguler,"dr. Bakianto Hutasoit, S.E.",08622202831,1,04:22,"Jl. Gg. Moch. Toha No. 5, MALANG",S-2,180000,OD,Batik Air Malaysia/Malindo,Malang International Airport,Juanda International Airport,,
KR-0628,SURABAYA-MALANG,10-01-2025,charter_harian,Tgk. Paiman Nashiruddin,08455901811,10,11:57,"Jl. Jalan Kebonjati No. 133, SURABAYA",Z-1,1000000,,,,,4.0,"Jl. Gg. Sentot Alibasa No. 194, MALANG"
KR-0629,JUANDA-MALANG,15-08-2025,charter_drop,Kamaria Pratama,08632041421,5,11:22,"Jl. Jalan Jayawijaya No. 273, JUANDA",Z-1,470000,ID,Batik Air,Juanda International Airport,Malang International Airport,,
KR-0630,SURABAYA-MALANG,14-11-2025,charter_harian,Kemba Natsir,08882843557,9,10:08,"Jl. Jl. Peta No. 220, SURABAYA",H-2,1500000,,,,,10.0,"Jl. Gg. Astana Anyar No. 259, MALANG"
KR-0631,MALANG-SURABAYA,23-10-2025,charter_harian,Dr. Oni Safitri,08117150185,5,21:32,"Jl. Gang KH Amin Jasuta No. 85, MALANG",Z-1,1900000,,,,,3.0,"Jl. Gang PHH. Mustofa No. 57, SURABAYA"
KR-0632,JUANDA-MALANG,26-07-2024,reguler,Virman Maryadi,08718366025,9,11:14,"Jl. Gg. Kebonjati No. 154, JUANDA",H-2,1770000,JT,Lion Air,Juanda International Airport,Malang International Airport,,
KR-0633,MALANG-SURABAYA,18-05-2024,charter_harian,Puti Gabriella Budiyanto,08272594913,4,17:49,"Jl. Gang Erlangga No. 50, MALANG",Z-1,1800000,,,,,2.0,"Jl. Jalan Ciwastra No. 169, SURABAYA"
KR-0634,MALANG-SURABAYA,15-02-2025,charter_harian,Edi Wacana,08545570869,1,21:01,"Jl. Gang Antapani Lama No. 293, MALANG",H-2,1900000,,,,,8.0,"Jl. Jl. M.T Haryono No. 133, SURABAYA"
KR-0635,JUANDA-MALANG,31-05-2024,charter_drop,Prayoga Lestari,08127760773,10,03:29,"Jl. Gang K.H. Wahid Hasyim No. 289, JUANDA",S-2,595000,GA,Garuda Indonesia,Juanda International Airport,Malang International Airport,,
KR-0636,MALANG-SURABAYA,27-12-2024,charter_harian,Adikara Suartini,08351023241,2,06:16,"Jl. Jalan R.E Martadinata No. 254, MALANG",S-2,1200000,,,,,8.0,"Jl. Gang BKR No. 57, SURABAYA"
KR-0637,MALANG-SURABAYA,01-04-2024,charter_harian,Gangsar Rajata,08153416408,7,00:02,"Jl. Gang Gegerkalong Hilir No. 159, MALANG",Z-1,650000,,,,,9.0,"Jl. Jalan Medokan Ayu No. 281, SURABAYA"
KR-0638,JUANDA-MALANG,28-01-2024,charter_drop,Tgk. Olga Jailani,08582267720,9,21:21,"Jl. Gang Kutisari Selatan No. 59, JUANDA",S-2,670000,AK,AirAsia,Juanda International Airport,Malang International Airport,,
KR-0639,MALANG-SURABAYA,14-10-2025,charter_harian,Samsul Rahimah,08858192438,5,03:34,"Jl. Jalan Cikutra Timur No. 290, MALANG",Z-1,1800000,,,,,1.0,"Jl. Gg. Joyoboyo No. 209, SURABAYA"
KR-0640,MALANG-JUANDA,28-02-2024,reguler,Laila Najmudin,08280455333,10,17:33,"Jl. Gang Kutisari Selatan No. 229, MALANG",Z-1,1975000,QG,Citilink,Malang International Airport,Juanda International Airport,,
KR-0641,JUANDA-MALANG,09-08-2025,reguler,Lanjar Wulandari,08044842658,6,05:33,"Jl. Gg. Sentot Alibasa No. 299, JUANDA",H-2,1155000,AK,AirAsia,Juanda International Airport,Malang International Airport,,
KR-0642,JUANDA-MALANG,21-05-2025,charter_drop,"H. Cakrabirawa Megantara, S.Gz",08286396297,2,23:25,"Jl. Gang Surapati No. 52, JUANDA",H-2,545000,QZ,AirAsia Indonesia,Juanda International Airport,Malang International Airport,,
KR-0643,JUANDA-MALANG,08-11-2024,charter_drop,Dt. Darmanto Suwarno,08689372600,4,10:59,"Jl. Jalan Gardujati No. 234, JUANDA",S-2,445000,OD,Batik Air Malaysia/Malindo,Juanda International Airport,Malang International Airport,,
KR-0644,MALANG-JUANDA,16-09-2024,reguler,KH. Ilyas Wulandari,08416801261,2,22:53,"Jl. Jalan Kendalsari No. 287, MALANG",Z-1,510000,SJ,Sriwijaya Air,Malang International Airport,Juanda International Airport,,
KR-0645,JUANDA-MALANG,27-09-2024,charter_drop,"drg. Gada Pratiwi, S.H.",08311157180,2,18:36,"Jl. Gg. Ahmad Dahlan No. 67, JUANDA",Z-1,445000,ID,Batik Air,Juanda International Airport,Malang International Airport,,
KR-0646,MALANG-JUANDA,30-05-2024,charter_drop,Teddy Usamah,08704766359,5,12:44,"Jl. Jl. W.R. Supratman No. 230, MALANG",H-2,470000,JT,Lion Air,Malang International Airport,Juanda International Airport,,
KR-0647,MALANG-SURABAYA,26-05-2024,charter_harian,Ami Farida,08981455692,9,17:22,"Jl. Jalan Dr. Djunjunan No. 187, MALANG",H-2,1500000,,,,,9.0,"Jl. Jl. Ciwastra No. 92, SURABAYA"
KR-0648,SURABAYA-MALANG,28-09-2024,charter_harian,Tgk. Ade Rajasa,08505921435,7,11:28,"Jl. Gg. Otto Iskandardinata No. 168, SURABAYA",H-2,650000,,,,,1.0,"Jl. Gg. Tebet Barat Dalam No. 63, MALANG"
KR-0649,MALANG-SURABAYA,20-09-2024,charter_harian,Novi Santoso,08998789187,5,10:30,"Jl. Jalan KH Amin Jasuta No. 230, MALANG",R-1,1000000,,,,,1.0,"Jl. Jl. Otto Iskandardinata No. 198, SURABAYA"
KR-0650,MALANG-SURABAYA,02-08-2024,charter_harian,"R. Cahyono Rajasa, S.Kom",08525680320,9,23:05,"Jl. Jalan Cikutra Barat No. 73, MALANG",R-1,1950000,,,,,2.0,"Jl. Gang Raya Ujungberung No. 216, SURABAYA"
KR-0651,SURABAYA-MALANG,25-08-2024,charter_harian,Okta Prastuti,08252141532,8,11:26,"Jl. Jl. Wonoayu No. 110, SURABAYA",H-2,1000000,,,,,3.0,"Jl. Gg. Sadang Serang No. 78, MALANG"
KR-0652,JUANDA-MALANG,03-11-2024,reguler,"Dt. Garan Ramadan, S.Farm",08654449833,8,23:15,"Jl. Gg. Jayawijaya No. 35, JUANDA",H-2,1715000,QZ,AirAsia Indonesia,Juanda International Airport,Malang International Airport,,
KR-0653,SURABAYA-MALANG,09-08-2024,charter_harian,"T. Nalar Wastuti, S.Pt",08517089492,8,14:47,"Jl. Gang Yos Sudarso No. 299, SURABAYA",Z-1,1800000,,,,,3.0,"Jl. Jl. Jayawijaya No. 175, MALANG"
KR-0654,SURABAYA-MALANG,13-09-2025,charter_harian,Baktiadi Gunawan,08758431784,4,22:58,"Jl. Jalan Waringin No. 267, SURABAYA",V-52,1150000,,,,,4.0,"Jl. Jl. Jamika No. 111, MALANG"
KR-0655,MALANG-SURABAYA,02-02-2024,charter_harian,Harsana Novitasari,08812102359,8,19:34,"Jl. Gg. Joyoboyo No. 279, MALANG",H-2,1550000,,,,,3.0,"Jl. Gg. Tubagus Ismail No. 228, SURABAYA"
KR-0656,MALANG-SURABAYA,16-03-2024,charter_harian,R. Sadina Permadi,08820014369,9,11:31,"Jl. Jalan PHH. Mustofa No. 19, MALANG",R-1,1000000,,,,,7.0,"Jl. Gg. Kendalsari No. 260, SURABAYA"
KR-0657,MALANG-SURABAYA,16-09-2024,charter_harian,Hj. Ayu Mangunsong,08791857153,6,10:36,"Jl. Gg. Sentot Alibasa No. 274, MALANG",Z-1,1000000,,,,,4.0,"Jl. Jl. Bangka Raya No. 2, SURABAYA"
KR-0658,MALANG-SURABAYA,24-02-2024,charter_harian,Bakianto Hutapea,08649357459,4,05:04,"Jl. Gg. Cikapayang No. 155, MALANG",Z-1,1200000,,,,,7.0,"Jl. Gang Rajawali Barat No. 226, SURABAYA"
KR-0659,MALANG-SURABAYA,14-04-2024,charter_harian,"drg. Zahra Mandala, S.Pd",08931191840,4,06:26,"Jl. Gg. Kutai No. 108, MALANG",S-2,1500000,,,,,10.0,"Jl. Gang HOS. Cokroaminoto No. 283, SURABAYA"
KR-0660,MALANG-SURABAYA,10-01-2025,charter_harian,Ana Zulkarnain,08671044289,3,21:55,"Jl. Jalan Cihampelas No. 115, MALANG",Z-1,1300000,,,,,9.0,"Jl. Gg. Jend. Sudirman No. 293, SURABAYA"
KR-0661,MALANG-JUANDA,18-08-2025,reguler,Olga Wasita,08332407496,3,17:01,"Jl. Gg. Waringin No. 99, MALANG",H-2,540000,GA,Garuda Indonesia,Malang International Airport,Juanda International Airport,,
KR-0662,MALANG-JUANDA,06-08-2024,reguler,R.A. Humaira Santoso,08963568643,6,08:26,"Jl. Gg. Rawamangun No. 145, MALANG",V-51,1155000,QZ,AirAsia Indonesia,Malang International Airport,Juanda International Airport,,
KR-0663,SURABAYA-MALANG,02-05-2024,charter_harian,Saadat Winarno,08069898653,3,04:08,"Jl. Gg. BKR No. 248, SURABAYA",Z-1,1200000,,,,,4.0,"Jl. Jl. Ronggowarsito No. 282, MALANG"
KR-0664,JUANDA-MALANG,06-04-2025,reguler,"drg. Oman Rajasa, S.T.",08880870802,9,20:25,"Jl. Gang Ir. H. Djuanda No. 57, JUANDA",Z-1,1900000,JT,Lion Air,Juanda International Airport,Malang International Airport,,
KR-0665,SURABAYA-MALANG,18-11-2025,charter_harian,Sutan Daru Jailani,08957914597,10,23:44,"Jl. Jalan Moch. Ramdan No. 286, SURABAYA",H-2,1150000,,,,,1.0,"Jl. Gg. Ahmad Dahlan No. 251, MALANG"
KR-0666,JUANDA-MALANG,28-12-2025,reguler,Yessi Waskita,08260863844,6,13:39,"Jl. Jl. Joyoboyo No. 222, JUANDA",H-2,1155000,QG,Citilink,Juanda International Airport,Malang International Airport,,
KR-0667,SURABAYA-MALANG,13-07-2024,charter_harian,"Timbul Hardiansyah, S.H.",08146190938,2,09:23,"Jl. Gg. Dipatiukur No. 224, SURABAYA",H-2,1000000,,,,,7.0,"Jl. Gang Peta No. 115, MALANG"
KR-0668,MALANG-JUANDA,01-03-2025,charter_drop,Iriana Sinaga,08546111339,6,17:37,"Jl. Jl. Moch. Ramdan No. 54, MALANG",Z-1,495000,OD,Batik Air Malaysia/Malindo,Malang International Airport,Juanda International Airport,,
KR-0669,MALANG-JUANDA,06-07-2024,reguler,Salwa Melani,08412911083,6,11:23,"Jl. Gg. Bangka Raya No. 263, MALANG",H-2,1155000,GA,Garuda Indonesia,Malang International Airport,Juanda International Airport,,
KR-0670,JUANDA-MALANG,07-01-2025,charter_drop,"Tgk. Prima Haryanto, S.I.Kom",08495803384,3,11:33,"Jl. Jalan Setiabudhi No. 242, JUANDA",X-2,420000,QG,Citilink,Juanda International Airport,Malang International Airport,,
KR-0671,JUANDA-MALANG,09-08-2024,reguler,Nyana Suryatmi,08506462385,8,07:16,"Jl. Gg. PHH. Mustofa No. 195, JUANDA",Z-1,1565000,OD,Batik Air Malaysia/Malindo,Juanda International Airport,Malang International Airport,,
KR-0672,JUANDA-MALANG,24-08-2024,charter_drop,"Drs. Dwi Simanjuntak, S.H.",08113621043,1,16:43,"Jl. Jalan Cikutra Timur No. 82, JUANDA",Z-1,395000,SJ,Sriwijaya Air,Juanda International Airport,Malang International Airport,,
KR-0673,MALANG-SURABAYA,27-06-2024,charter_harian,Kanda Pratiwi,08104686152,7,13:01,"Jl. Jalan Dr. Djunjunan No. 173, MALANG",V-50,1500000,,,,,8.0,"Jl. Gg. HOS. Cokroaminoto No. 272, SURABAYA"
KR-0674,MALANG-SURABAYA,11-01-2025,charter_harian,"Drs. Syahrini Waskita, S.IP",08094993095,8,23:37,"Jl. Jl. Gardujati No. 223, MALANG",Z-1,1350000,,,,,4.0,"Jl. Jalan Sadang Serang No. 220, SURABAYA"
KR-0675,JUANDA-MALANG,20-12-2025,reguler,Yulia Nainggolan,08492032622,9,12:26,"Jl. Gg. Peta No. 227, JUANDA",H-2,1770000,AK,AirAsia,Juanda International Airport,Malang International Airport,,
KR-0676,MALANG-JUANDA,04-01-2024,charter_drop,Carub Maryati,08709618794,9,06:25,"Jl. Jalan Dipenogoro No. 14, MALANG",Z-1,570000,SJ,Sriwijaya Air,Malang International Airport,Juanda International Airport,,
KR-0677,SURABAYA-MALANG,12-04-2024,charter_harian,"R.A. Kani Wibisono, S.Ked",08667739784,7,17:49,"Jl. Jalan W.R. Supratman No. 74, SURABAYA",Z-1,1000000,,,,,1.0,"Jl. Jalan Raya Ujungberung No. 139, MALANG"
KR-0678,MALANG-SURABAYA,08-06-2024,charter_harian,Jagapati Padmasari,08083003690,1,03:03,"Jl. Jl. Ir. H. Djuanda No. 70, MALANG",H-2,1200000,,,,,3.0,"Jl. Gg. S. Parman No. 147, SURABAYA"
KR-0679,SURABAYA-MALANG,20-07-2025,charter_harian,Kunthara Namaga,08891861009,2,12:05,"Jl. Jalan Merdeka No. 91, SURABAYA",Z-1,1200000,,,,,6.0,"Jl. Jl. Kebonjati No. 3, MALANG"
KR-0680,MALANG-SURABAYA,01-12-2025,charter_harian,Cagak Prastuti,08806820854,1,18:08,"Jl. Gg. Waringin No. 102, MALANG",R-1,1250000,,,,,6.0,"Jl. Jl. Pelajar Pejuang No. 65, SURABAYA"
KR-0681,MALANG-JUANDA,16-01-2024,charter_drop,"R.A. Nadia Yolanda, S.IP",08486244000,10,10:05,"Jl. Jl. Ahmad Dahlan No. 225, MALANG",S-2,595000,ID,Batik Air,Malang International Airport,Juanda International Airport,,
KR-0682,SURABAYA-MALANG,30-08-2025,charter_harian,R. Pandu Budiyanto,08487502960,2,15:33,"Jl. Jalan Veteran No. 15, SURABAYA",V-52,1200000,,,,,4.0,"Jl. Gang Medokan Ayu No. 103, MALANG"
KR-0683,MALANG-SURABAYA,25-01-2024,charter_harian,Putu Gunarto,08430351262,5,10:49,"Jl. Jl. M.T Haryono No. 253, MALANG",V-52,1000000,,,,,8.0,"Jl. Gang Gedebage Selatan No. 272, SURABAYA"
KR-0684,SURABAYA-MALANG,15-11-2025,charter_harian,Najib Widiastuti,08580394302,2,19:32,"Jl. Jalan Jend. Sudirman No. 251, SURABAYA",Z-1,1250000,,,,,4.0,"Jl. Gang Sentot Alibasa No. 67, MALANG"
KR-0685,MALANG-SURABAYA,24-12-2024,charter_harian,Icha Kusumo,08184136428,2,06:09,"Jl. Gg. Joyoboyo No. 56, MALANG",V-50,1500000,,,,,6.0,"Jl. Gang Ronggowarsito No. 13, SURABAYA"
KR-0686,SURABAYA-MALANG,13-07-2024,charter_harian,Patricia Hariyah,08488937555,3,20:22,"Jl. Jl. Ronggowarsito No. 101, SURABAYA",Z-1,1600000,,,,,9.0,"Jl. Gang PHH. Mustofa No. 118, MALANG"
KR-0687,JUANDA-MALANG,23-08-2024,charter_drop,Ulva Waskita,08226498203,3,04:56,"Jl. Gang Suryakencana No. 260, JUANDA",Z-1,420000,OD,Batik Air Malaysia/Malindo,Juanda International Airport,Malang International Airport,,
KR-0688,MALANG-SURABAYA,13-01-2025,charter_harian,Ophelia Haryanti,08163674399,8,11:08,"Jl. Gg. Siliwangi No. 135, MALANG",Z-1,650000,,,,,6.0,"Jl. Jalan Kebonjati No. 20, SURABAYA"
KR-0689,MALANG-SURABAYA,12-01-2025,charter_harian,Nurul Widiastuti,08952478411,8,22:46,"Jl. Gg. Rungkut Industri No. 156, MALANG",H-2,800000,,,,,8.0,"Jl. Gg. Dipenogoro No. 7, SURABAYA"
KR-0690,SURABAYA-MALANG,06-03-2024,charter_harian,Agnes Sitompul,08096807520,6,00:20,"Jl. Jalan Rajawali Barat No. 49, SURABAYA",H-2,1800000,,,,,9.0,"Jl. Jl. Soekarno Hatta No. 74, MALANG"
KR-0691,SURABAYA-MALANG,13-04-2024,charter_harian,"Sutan Raden Winarno, S.E.",08091551801,2,16:58,"Jl. Jl. M.H Thamrin No. 113, SURABAYA",Z-1,1000000,,,,,7.0,"Jl. Jl. R.E Martadinata No. 30, MALANG"
KR-0692,JUANDA-MALANG,01-06-2025,charter_drop,Dian Waskita,08397705991,7,19:35,"Jl. Gang Jakarta No. 147, JUANDA",R-1,570000,JT,Lion Air,Juanda International Airport,Malang International Airport,,
KR-0693,SURABAYA-MALANG,01-12-2025,charter_harian,"Drs. Lintang Fujiati, M.TI.",08175419930,2,00:56,"Jl. Jl. Dr. Djunjunan No. 30, SURABAYA",H-2,1200000,,,,,10.0,"Jl. Jl. Jend. Sudirman No. 172, MALANG"
KR-0694,MALANG-SURABAYA,03-09-2024,charter_harian,Eli Winarsih,08340863437,9,04:57,"Jl. Jl. Rawamangun No. 29, MALANG",Z-1,650000,,,,,7.0,"Jl. Jalan Dipenogoro No. 274, SURABAYA"
KR-0695,MALANG-SURABAYA,12-04-2024,charter_harian,dr. Putu Napitupulu,08039735569,1,18:08,"Jl. Gg. Monginsidi No. 92, MALANG",V-51,1250000,,,,,4.0,"Jl. Jalan HOS. Cokroaminoto No. 180, SURABAYA"
KR-0696,SURABAYA-MALANG,10-05-2025,charter_harian,"drg. Karen Sitorus, M.Kom.",08904596346,9,10:54,"Jl. Gg. M.T Haryono No. 284, SURABAYA",H-2,1500000,,,,,6.0,"Jl. Gang Gegerkalong Hilir No. 158, MALANG"
KR-0697,MALANG-SURABAYA,05-02-2025,charter_harian,Tina Uwais,08896308305,9,09:47,"Jl. Jl. Kutisari Selatan No. 282, MALANG",V-52,1000000,,,,,4.0,"Jl. Gang Sentot Alibasa No. 230, SURABAYA"
KR-0698,JUANDA-MALANG,12-09-2025,charter_drop,"Gatot Farida, S.Pd",08423962988,2,06:02,"Jl. Jl. Tebet Barat Dalam No. 42, JUANDA",V-51,395000,QZ,AirAsia Indonesia,Juanda International Airport,Malang International Airport,,
KR-0699,SURABAYA-MALANG,05-10-2025,charter_harian,Gaduh Adriansyah,08780001114,7,15:14,"Jl. Jl. H.J Maemunah No. 42, SURABAYA",V-50,1200000,,,,,1.0,"Jl. Jl. Ahmad Dahlan No. 149, MALANG"
KR-0700,SURABAYA-MALANG,29-04-2025,charter_harian,"R. Legawa Handayani, M.M.",08978037410,5,06:38,"Jl. Gang Cikapayang No. 270, SURABAYA",Z-1,1000000,,,,,6.0,"Jl. Gang Kebonjati No. 72, MALANG"
KR-0701,SURABAYA-MALANG,04-05-2024,charter_harian,"T. Baktiono Rahimah, S.I.Kom",08420929943,9,03:44,"Jl. Gg. Monginsidi No. 102, SURABAYA",R-1,1500000,,,,,3.0,"Jl. Jl. Cihampelas No. 189, MALANG"
KR-0702,MALANG-SURABAYA,16-03-2024,charter_harian,Salimah Winarno,08806955263,8,16:45,"Jl. Gang Stasiun Wonokromo No. 226, MALANG",Z-1,650000,,,,,1.0,"Jl. Jalan Kapten Muslihat No. 149, SURABAYA"
KR-0703,MALANG-JUANDA,19-10-2024,charter_drop,Paulin Mangunsong,08725563903,7,06:33,"Jl. Gang K.H. Wahid Hasyim No. 300, MALANG",Z-1,520000,GA,Garuda Indonesia,Malang International Airport,Juanda International Airport,,
KR-0704,MALANG-JUANDA,03-10-2025,charter_drop,Farah Hutapea,08553792466,6,02:58,"Jl. Gang Cikapayang No. 89, MALANG",H-2,495000,GA,Garuda Indonesia,Malang International Airport,Juanda International Airport,,
KR-0705,JUANDA-MALANG,09-07-2024,reguler,Cut Puput Hariyah,08188561679,10,10:19,"Jl. Jl. Rajiman No. 63, JUANDA",H-2,1975000,QG,Citilink,Juanda International Airport,Malang International Airport,,
KR-0706,JUANDA-MALANG,03-08-2024,reguler,KH. Edward Hutapea,08011165676,7,11:08,"Jl. Jalan Asia Afrika No. 109, JUANDA",Z-1,1360000,GA,Garuda Indonesia,Juanda International Airport,Malang International Airport,,
KR-0707,MALANG-SURABAYA,07-04-2024,charter_harian,"R.A. Shakila Hasanah, S.E.I",08986626191,5,17:52,"Jl. Jl. Rajawali Timur No. 50, MALANG",Z-1,1200000,,,,,7.0,"Jl. Gang Kendalsari No. 121, SURABAYA"
KR-0708,MALANG-JUANDA,01-12-2024,charter_drop,"Latif Nurdiyanti, S.Farm",08022930216,3,10:49,"Jl. Gg. Tubagus Ismail No. 118, MALANG",H-2,420000,ID,Batik Air,Malang International Airport,Juanda International Airport,,
KR-0709,SURABAYA-MALANG,01-02-2025,charter_harian,"Eli Farida, S.I.Kom",08075077376,1,16:43,"Jl. Jl. Cikutra Timur No. 147, SURABAYA",H-2,1200000,,,,,4.0,"Jl. Jl. Bangka Raya No. 50, MALANG"
KR-0710,MALANG-SURABAYA,08-04-2024,charter_harian,"R.M. Ajiman Jailani, S.Farm",08438131999,2,08:44,"Jl. Gg. Ir. H. Djuanda No. 248, MALANG",R-1,1500000,,,,,7.0,"Jl. Gg. Siliwangi No. 2, SURABAYA"
KR-0711,JUANDA-MALANG,30-04-2025,charter_drop,Gilda Santoso,08580804154,1,00:02,"Jl. Gang Monginsidi No. 253, JUANDA",Z-1,395000,QG,Citilink,Juanda International Airport,Malang International Airport,,
KR-0712,SURABAYA-MALANG,25-02-2024,charter_harian,Karen Widiastuti,08737577579,4,06:59,"Jl. Gg. Setiabudhi No. 235, SURABAYA",Z-1,1800000,,,,,9.0,"Jl. Jalan Dr. Djunjunan No. 204, MALANG"
KR-0713,JUANDA-MALANG,25-01-2024,charter_drop,Kezia Laksita,08622232394,8,05:40,"Jl. Gg. Rungkut Industri No. 115, JUANDA",H-2,545000,GA,Garuda Indonesia,Juanda International Airport,Malang International Airport,,
KR-0714,JUANDA-MALANG,01-03-2025,reguler,Reksa Sudiati,08242856037,5,04:08,"Jl. Jl. Stasiun Wonokromo No. 196, JUANDA",X-2,950000,OD,Batik Air Malaysia/Malindo,Juanda International Airport,Malang International Airport,,
KR-0715,MALANG-SURABAYA,15-03-2024,charter_harian,Silvia Wijaya,08180490284,10,02:50,"Jl. Jl. Ir. H. Djuanda No. 189, MALANG",V-51,1000000,,,,,1.0,"Jl. Jalan Laswi No. 295, SURABAYA"
KR-0716,MALANG-SURABAYA,11-03-2024,charter_harian,Atma Purwanti,08333026758,2,07:52,"Jl. Jalan Monginsidi No. 45, MALANG",H-2,1800000,,,,,7.0,"Jl. Gang Merdeka No. 181, SURABAYA"
KR-0717,MALANG-SURABAYA,05-11-2024,charter_harian,Zaenab Wulandari,08799829343,3,09:42,"Jl. Jl. Abdul Muis No. 277, MALANG",Z-1,1800000,,,,,7.0,"Jl. Gg. Bangka Raya No. 233, SURABAYA"
KR-0718,MALANG-JUANDA,20-02-2024,charter_drop,Padma Maulana,08708791939,4,09:04,"Jl. Gang Gardujati No. 22, MALANG",R-1,445000,QZ,AirAsia Indonesia,Malang International Airport,Juanda International Airport,,
KR-0719,SURABAYA-MALANG,16-10-2025,charter_harian,"R. Dariati Latupono, M.Kom.",08350162898,10,13:11,"Jl. Jl. Dipenogoro No. 88, SURABAYA",S-2,1200000,,,,,3.0,"Jl. Jalan Dipatiukur No. 106, MALANG"
KR-0720,MALANG-SURABAYA,07-07-2025,charter_harian,Vega Najmudin,08963460673,1,00:00,"Jl. Jalan Gedebage Selatan No. 134, MALANG",V-51,1000000,,,,,10.0,"Jl. Gang M.T Haryono No. 96, SURABAYA"
KR-0721,MALANG-JUANDA,09-02-2025,reguler,Nasim Sitompul,08464243725,4,07:24,"Jl. Gang Tubagus Ismail No. 231, MALANG",Z-1,745000,QZ,AirAsia Indonesia,Malang International Airport,Juanda International Airport,,
KR-0722,MALANG-JUANDA,04-06-2024,reguler,R.M. Prabawa Hardiansyah,08318235924,2,02:34,"Jl. Gang Ahmad Dahlan No. 7, MALANG",V-52,360000,OD,Batik Air Malaysia/Malindo,Malang International Airport,Juanda International Airport,,
KR-0723,MALANG-JUANDA,14-11-2024,charter_drop,Dr. Najwa Prasetya,08623773287,1,04:44,"Jl. Jalan S. Parman No. 85, MALANG",H-2,395000,GA,Garuda Indonesia,Malang International Airport,Juanda International Airport,,
KR-0724,SURABAYA-MALANG,10-02-2024,charter_harian,Edison Dongoran,08270884180,6,18:06,"Jl. Gg. Ronggowarsito No. 244, SURABAYA",H-2,1050000,,,,,5.0,"Jl. Gg. W.R. Supratman No. 112, MALANG"
KR-0725,JUANDA-MALANG,24-10-2024,charter_drop,Fitria Puspasari,08581999824,6,21:33,"Jl. Gg. H.J Maemunah No. 281, JUANDA",Z-1,595000,ID,Batik Air,Juanda International Airport,Malang International Airport,,
KR-0726,MALANG-JUANDA,18-11-2025,reguler,Ratna Pangestu,08991654929,6,12:41,"Jl. Gg. Kutai No. 290, MALANG",H-2,1155000,OD,Batik Air Malaysia/Malindo,Malang International Airport,Juanda International Airport,,
